NIB,NPWP,NAMA_PERUSAHAAN,ALAMAT,STATUS_NIB_OSS,STATUS_NIB_CEISA,ID_CEISA,SOURCE
3582686270369.0,24.926.932.6-573.275,PT TAMBA SINAGA,Gg. Suryakencana No. 06,AKTIF,AKTIF,C000536,OSS_CEISA
111000515532.0,34.159.597.7-524.418,PT HIDAYAT PERSERO TBK,Gang Dr. Djunjunan No. 8,AKTIF,AKTIF,C000537,OSS_CEISA
2261896288743.0,12.710.267.6-720.957,UD NATSIR USADA,Jalan Rumah Sakit No. 997,AKTIF,AKTIF,C000538,OSS_CEISA
7079551512294.0,62.135.415.9-709.962,PT SUSANTI MAHESWARA,Gg. Pacuan Kuda No. 1,AKTIF,AKTIF,C000539,OSS_CEISA
4384807520344.0,76.504.715.8-029.090,PD PUTRA YUNIAR,Gg. Rumah Sakit No. 450,AKTIF,AKTIF,C000540,OSS_CEISA
6376604655866.0,52.548.374.4-171.581,CV NAMAGA HABIBI,Gg. M.T Haryono No. 27,AKTIF,AKTIF,C000541,OSS_CEISA
2131251293110.0,05.912.975.1-910.231,CV MAHENDRA ISWAHYUDI,Jl. S. Parman No. 674,AKTIF,AKTIF,C000542,OSS_CEISA
1106330165837.0,37.927.490.7-280.123,UD SUWARNO PERMATA,Gg. Ronggowarsito No. 566,AKTIF,AKTIF,C000543,OSS_CEISA
2893113253269.0,49.684.364.5-380.442,CV LAKSMIWATI DAMANIK TBK,Gg. Kutisari Selatan No. 2,AKTIF,AKTIF,C000544,OSS_CEISA
175096170159.0,59.194.575.7-574.758,PD PURWANTI TBK,Jalan Waringin No. 230,AKTIF,AKTIF,C000545,OSS_CEISA
3920567756777.0,22.660.256.2-650.622,UD WINARNO LESTARI TBK,Jalan Gedebage Selatan No. 92,AKTIF,AKTIF,C000546,OSS_CEISA
3106724530762.0,48.433.797.6-627.051,PT YULIANTI TBK,Jl. Ronggowarsito No. 502,AKTIF,AKTIF,C000547,OSS_CEISA
5794238736704.0,25.496.919.2-845.525,PT LATUPONO ISWAHYUDI,Jalan M.T Haryono No. 626,AKTIF,AKTIF,C000548,OSS_CEISA
1075633535748.0,59.532.593.9-933.797,PD IRAWAN PERSERO TBK,Gg. Laswi No. 6,AKTIF,AKTIF,C000549,OSS_CEISA
5816295187794.0,17.634.250.7-330.559,PD NOVITASARI,Gang Jend. A. Yani No. 522,AKTIF,AKTIF,C000550,OSS_CEISA
8245759833991.0,40.388.436.6-044.324,CV PANGESTU HALIM,Gg. Tubagus Ismail No. 91,AKTIF,AKTIF,C000551,OSS_CEISA
615727682975.0,14.743.974.2-925.010,PT SIREGAR PERSERO TBK,Gang Tebet Barat Dalam No. 004,AKTIF,AKTIF,C000552,OSS_CEISA
8752568065625.0,90.459.908.0-271.122,PD SUARTINI,Gang Sadang Serang No. 6,AKTIF,AKTIF,C000553,OSS_CEISA
8231555165176.0,80.866.281.3-721.433,PD SURYATMI HAKIM TBK,Jl. Erlangga No. 6,AKTIF,AKTIF,C000554,OSS_CEISA
8003700332285.0,56.608.470.6-810.390,UD HARTATI SAFITRI,Jalan Abdul Muis No. 5,AKTIF,AKTIF,C000555,OSS_CEISA
3970519582632.0,80.944.858.6-239.453,PD SURYATMI HUTAPEA TBK,Jalan Sukajadi No. 93,AKTIF,AKTIF,C000556,OSS_CEISA
4614707986321.0,06.133.943.9-457.039,PT SIHOMBING WULANDARI TBK,Jalan Ronggowarsito No. 8,AKTIF,AKTIF,C000557,OSS_CEISA
3804032537657.0,69.277.894.3-191.009,PT MARPAUNG SIMBOLON TBK,Gg. Otto Iskandardinata No. 12,AKTIF,AKTIF,C000558,OSS_CEISA
404769210533.0,65.146.040.1-424.731,UD WALUYO,Jalan Merdeka No. 14,AKTIF,AKTIF,C000559,OSS_CEISA
7201137984409.0,71.231.660.0-767.620,PERUM UWAIS,Gang Joyoboyo No. 0,AKTIF,AKTIF,C000560,OSS_CEISA
1447340433700.0,96.873.045.1-957.782,UD UTAMA WASTUTI PERSERO TBK,Gg. Antapani Lama No. 7,AKTIF,AKTIF,C000561,OSS_CEISA
5882556296575.0,42.786.561.9-425.577,PERUM SURYONO MAULANA,Gang S. Parman No. 1,AKTIF,AKTIF,C000562,OSS_CEISA
,61.880.819.0-482.357,PT SITORUS MANGUNSONG PERSERO TBK,Jl. Rajiman No. 6,AKTIF,AKTIF,C000563,OSS_CEISA
5586863956137.0,23.081.721.4-364.381,PD TAMPUBOLON WIJAYA TBK,Gang Kebonjati No. 8,AKTIF,AKTIF,C000564,OSS_CEISA
4132114716.0,56.094.565.3-469.979,PD YOLANDA PERSERO TBK,Gang PHH. Mustofa No. 333,AKTIF,AKTIF,C000565,OSS_CEISA
7075504768169.0,95.706.071.7-481.131,CV HAKIM KUSWOYO TBK,Jl. Gedebage Selatan No. 5,AKTIF,AKTIF,C000566,OSS_CEISA
6539705487396.0,10.290.871.8-274.968,PD LESTARI SIHOMBING,Jalan Rawamangun No. 6,AKTIF,AKTIF,C000567,OSS_CEISA
4918727420495.0,61.213.773.0-626.042,PT LESTARI,Gg. Pelajar Pejuang No. 1,AKTIF,AKTIF,C000568,OSS_CEISA
5973711222990.0,77.560.858.1-670.468,PT SIMBOLON HARYANTO,Jalan Suniaraja No. 8,AKTIF,AKTIF,C000569,OSS_CEISA
1114576832102.0,19.237.858.4-712.961,PT NAJMUDIN RAHIMAH,Gg. Raya Setiabudhi No. 029,AKTIF,AKTIF,C000570,OSS_CEISA
3324260508018.0,49.804.253.7-337.773,PT MAYASARI,Jalan W.R. Supratman No. 0,AKTIF,AKTIF,C000571,OSS_CEISA
2688122821781.0,92.365.346.0-605.603,CV PERMATA LESTARI TBK,Jl. Kapten Muslihat No. 303,AKTIF,AKTIF,C000572,OSS_CEISA
6793279862398.0,47.169.061.8-120.546,PERUM TAMBA SETIAWAN,Jalan M.H Thamrin No. 46,AKTIF,AKTIF,C000573,OSS_CEISA
7548954787698.0,99.927.517.5-889.144,PERUM PUTRA HIDAYANTO,Gg. Ahmad Yani No. 8,AKTIF,AKTIF,C000574,OSS_CEISA
4983553935435.0,86.449.639.2-435.885,PERUM PRAYOGA,Jalan Jayawijaya No. 861,AKTIF,AKTIF,C000575,OSS_CEISA
7982143395275.0,36.749.785.2-491.416,UD ANGGRIAWAN JANUAR,Gg. Dr. Djunjunan No. 284,AKTIF,AKTIF,C000576,OSS_CEISA
134778948963.0,40.679.176.6-512.215,PERUM JANUAR PERSERO TBK,Gang K.H. Wahid Hasyim No. 88,AKTIF,AKTIF,C000577,OSS_CEISA
141884216309.0,00.159.446.3-339.994,CV MEGANTARA WALUYO,Gg. Pacuan Kuda No. 9,AKTIF,AKTIF,C000578,OSS_CEISA
3208953263890.0,21.994.711.3-633.792,UD ARYANI PERSERO TBK,Gg. Tubagus Ismail No. 11,AKTIF,AKTIF,C000579,OSS_CEISA
3410346996733.0,11.677.269.6-084.376,UD PUSPASARI,Gg. Tebet Barat Dalam No. 2,AKTIF,AKTIF,C000580,OSS_CEISA
,96.263.355.6-434.369,PERUM NAINGGOLAN,Gang Pacuan Kuda No. 8,AKTIF,AKTIF,C000581,OSS_CEISA
931706955607.0,67.616.453.4-547.223,PT UTAMA MANSUR,Gg. Yos Sudarso No. 25,AKTIF,AKTIF,C000582,OSS_CEISA
9830650312198.0,04.184.724.2-642.364,PD SIHOMBING TBK,Gg. Lembong No. 80,AKTIF,AKTIF,C000583,OSS_CEISA
8131909248762.0,30.391.114.2-817.852,UD SALAHUDIN THAMRIN PERSERO TBK,Jalan Surapati No. 01,AKTIF,AKTIF,C000584,OSS_CEISA
8230524808806.0,22.072.239.5-947.372,PD MAHESWARA LAKSITA,Gg. Merdeka No. 65,AKTIF,AKTIF,C000585,OSS_CEISA
3290162047876.0,88.687.859.9-648.628,PD WAHYUNI,Jl. Setiabudhi No. 6,AKTIF,AKTIF,C000586,OSS_CEISA
2031954196664.0,50.573.036.2-792.463,CV WIDODO,Jalan Jamika No. 3,AKTIF,AKTIF,C000587,OSS_CEISA
374767753726.0,03.214.505.7-661.945,CV SIMBOLON WACANA TBK,Jl. Asia Afrika No. 258,AKTIF,AKTIF,C000588,OSS_CEISA
8707155348201.0,28.400.838.5-076.597,PD KUSWANDARI,Gang Ciwastra No. 39,AKTIF,AKTIF,C000589,OSS_CEISA
9545089177680.0,89.812.657.4-223.196,CV WIDIASTUTI TBK,Jalan S. Parman No. 2,AKTIF,AKTIF,C000590,OSS_CEISA
6300402369362.0,68.943.012.0-471.372,PT SAEFULLAH NABABAN PERSERO TBK,Jl. Dipatiukur No. 668,AKTIF,AKTIF,C000591,OSS_CEISA
1175957498855.0,82.984.933.0-674.584,PERUM ARYANI,Jalan Pasteur No. 45,AKTIF,AKTIF,C000592,OSS_CEISA
,18.856.669.5-413.297,PT WIJAYANTI,Gg. Waringin No. 91,AKTIF,AKTIF,C000593,OSS_CEISA
5066626705514.0,37.769.366.3-439.252,PT KUSWOYO PERSERO TBK,Gang Siliwangi No. 9,AKTIF,AKTIF,C000594,OSS_CEISA
9611110286712.0,00.720.245.5-910.245,PT MUSTOFA,Jl. Kebonjati No. 7,AKTIF,AKTIF,C000595,OSS_CEISA
910903267149.0,49.819.421.7-942.817,CV NASYIDAH MANGUNSONG PERSERO TBK,Gg. M.H Thamrin No. 4,AKTIF,AKTIF,C000596,OSS_CEISA
4065277584466.0,34.533.722.0-109.121,PD NOVITASARI MARDHIYAH PERSERO TBK,Jalan PHH. Mustofa No. 903,AKTIF,AKTIF,C000597,OSS_CEISA
2214559376618.0,94.370.526.3-510.046,PERUM WINARNO PURWANTI TBK,Jalan K.H. Wahid Hasyim No. 293,AKTIF,AKTIF,C000598,OSS_CEISA
7765725659202.0,46.175.202.3-897.432,CV SIHOMBING TBK,Jl. Cihampelas No. 3,AKTIF,AKTIF,C000599,OSS_CEISA
55955017833.0,25.848.689.9-936.079,CV PRANOWO,Gg. Medokan Ayu No. 5,AKTIF,AKTIF,C000600,OSS_CEISA
8704506917679.0,93.593.744.0-394.640,UD HAKIM PERSERO TBK,Gg. Jend. Sudirman No. 08,AKTIF,AKTIF,C000601,OSS_CEISA
3037360601488.0,60.849.079.3-884.136,CV SIMBOLON SANTOSO PERSERO TBK,Gg. Moch. Ramdan No. 6,AKTIF,AKTIF,C000602,OSS_CEISA
2830615370124.0,24.462.632.5-144.881,CV NUGROHO NAINGGOLAN TBK,Jalan Rajawali Timur No. 269,AKTIF,AKTIF,C000603,OSS_CEISA
2103142175188.0,78.179.415.1-526.384,PD JANUAR NOVITASARI PERSERO TBK,Gg. Sukajadi No. 100,AKTIF,AKTIF,C000604,OSS_CEISA
9112252883750.0,56.618.632.3-979.137,PT KURNIAWAN,Jl. HOS. Cokroaminoto No. 97,AKTIF,AKTIF,C000605,OSS_CEISA
6553007309505.0,56.057.121.9-881.927,PERUM SANTOSO,Jl. Dr. Djunjunan No. 4,AKTIF,AKTIF,C000606,OSS_CEISA
8851905348640.0,10.424.624.5-618.517,CV ARYANI,Gg. Suryakencana No. 36,AKTIF,AKTIF,C000607,OSS_CEISA
4600452128991.0,51.145.512.9-391.304,UD HUTAGALUNG TBK,Jalan Cihampelas No. 2,AKTIF,AKTIF,C000608,OSS_CEISA
8818984841604.0,61.540.211.9-017.075,CV WIDIASTUTI SIHOMBING TBK,Gg. Yos Sudarso No. 5,AKTIF,AKTIF,C000609,OSS_CEISA
8142983152291.0,07.322.836.0-849.378,PD HASSANAH KUSWANDARI,Gg. Pelajar Pejuang No. 152,AKTIF,AKTIF,C000610,OSS_CEISA
639638452696.0,94.439.164.9-701.693,PD SUARTINI USADA TBK,Gg. Veteran No. 7,AKTIF,AKTIF,C000611,OSS_CEISA
2929132033016.0,23.419.031.0-615.372,PERUM PERMATA PRASETYA PERSERO TBK,Jalan Laswi No. 587,AKTIF,AKTIF,C000612,OSS_CEISA
1556684732365.0,33.774.604.0-672.007,PD MEGANTARA TBK,Jl. Cikutra Barat No. 2,AKTIF,AKTIF,C000613,OSS_CEISA
4361424426078.0,19.754.373.4-764.273,PT WIJAYANTI,Jalan Astana Anyar No. 521,AKTIF,AKTIF,C000614,OSS_CEISA
2037638821458.0,41.484.601.9-134.438,PD MANDALA NURAINI,Gang Sadang Serang No. 04,AKTIF,AKTIF,C000615,OSS_CEISA
2780205869507.0,32.146.449.3-699.951,PT WIDODO ANGGRAINI,Gang Moch. Ramdan No. 24,AKTIF,AKTIF,C000616,OSS_CEISA
7933505573857.0,36.801.192.3-603.768,CV WIJAYA,Gg. Ronggowarsito No. 66,AKTIF,AKTIF,C000617,OSS_CEISA
1872333510409.0,61.497.315.3-911.498,PT HUTAGALUNG,Jalan Moch. Toha No. 28,AKTIF,AKTIF,C000618,OSS_CEISA
748207365118.0,93.940.655.7-820.190,PERUM PANGESTU UYAINAH,Gg. Ciwastra No. 9,AKTIF,AKTIF,C000619,OSS_CEISA
3223023332470.0,73.920.135.4-621.276,UD ANGGRIAWAN,Gang S. Parman No. 565,AKTIF,AKTIF,C000620,OSS_CEISA
2508261123126.0,16.324.888.9-957.298,PT RAHMAWATI WIBOWO,Gg. Jamika No. 711,AKTIF,AKTIF,C000621,OSS_CEISA
7629745493036.0,46.871.912.0-381.876,PD MUSTOFA TBK,Gang Cihampelas No. 6,AKTIF,AKTIF,C000622,OSS_CEISA
828323089813.0,88.158.814.4-582.206,PT BUDIMAN MEGANTARA TBK,Jalan Erlangga No. 24,AKTIF,AKTIF,C000623,OSS_CEISA
3231829716815.0,72.450.000.0-015.291,PT NUGROHO,Gang Pasir Koja No. 21,AKTIF,AKTIF,C000624,OSS_CEISA
3717850902556.0,18.444.218.2-998.747,PD UTAMA MULYANI,Jalan Tubagus Ismail No. 7,AKTIF,AKTIF,C000625,OSS_CEISA
1224890567086.0,70.090.043.6-551.584,CV JAILANI,Jalan Ahmad Yani No. 13,AKTIF,AKTIF,C000626,OSS_CEISA
1224890567086.0,70.090.043.6-551.584,CV JAILANI,Jalan Ahmad Yani No. 13,AKTIF,AKTIF,C000626,OSS_CEISA
2669136248355.0,05.429.608.0-706.336,PT HUTASOIT NAJMUDIN PERSERO TBK,Jalan Surapati No. 15,AKTIF,AKTIF,C000627,OSS_CEISA
9509822104016.0,48.188.044.2-877.383,PD FIRGANTORO PERSERO TBK,Jl. Raya Setiabudhi No. 0,AKTIF,AKTIF,C000628,OSS_CEISA
3816432126942.0,89.464.203.6-258.631,CV DAMANIK,Gang KH Amin Jasuta No. 121,AKTIF,AKTIF,C000629,OSS_CEISA
4170646255402.0,63.558.243.0-176.464,UD NASHIRUDDIN HABIBI,Gang Rajawali Barat No. 356,AKTIF,AKTIF,C000630,OSS_CEISA
8988031538882.0,45.279.050.4-043.333,PT PURWANTI RIYANTI PERSERO TBK,Gg. Otto Iskandardinata No. 5,AKTIF,AKTIF,C000631,OSS_CEISA
3849516321119.0,78.718.093.3-913.732,PD SAPTONO,Jalan KH Amin Jasuta No. 91,AKTIF,AKTIF,C000632,OSS_CEISA
5306011987561.0,78.688.002.3-009.156,CV TAMPUBOLON PRANOWO PERSERO TBK,Gang Asia Afrika No. 48,AKTIF,AKTIF,C000633,OSS_CEISA
8298036577449.0,16.093.659.5-201.491,PERUM ARYANI TBK,Gg. W.R. Supratman No. 28,AKTIF,AKTIF,C000634,OSS_CEISA
8941843368750.0,92.632.239.9-821.374,PERUM JANUAR PERSERO TBK,Jl. Kendalsari No. 17,AKTIF,AKTIF,C000635,OSS_CEISA
5611404288605.0,05.376.660.8-112.600,CV PRASETYO HASANAH TBK,Gg. Gedebage Selatan No. 76,AKTIF,AKTIF,C000636,OSS_CEISA
5611404288605.0,05.376.660.8-112.600,CV PRASETYO HASANAH TBK,Gg. Gedebage Selatan No. 76,AKTIF,AKTIF,C000636,OSS_CEISA
835669106271.0,53.123.455.0-688.269,UD SAMOSIR TBK,Gg. BKR No. 025,AKTIF,AKTIF,C000637,OSS_CEISA
7768293844013.0,48.087.354.3-788.260,CV SUSANTI YUNIAR TBK,Jalan KH Amin Jasuta No. 26,AKTIF,AKTIF,C000638,OSS_CEISA
3591015709085.0,99.144.920.7-492.699,PERUM LAZUARDI USAMAH,Jalan Raya Ujungberung No. 110,AKTIF,AKTIF,C000639,OSS_CEISA
9964899718428.0,59.693.259.1-408.499,PERUM WIBOWO,Gg. KH Amin Jasuta No. 5,AKTIF,AKTIF,C000640,OSS_CEISA
2312342669806.0,90.872.617.6-072.348,PD RAJATA WAHYUNI,Jalan Ir. H. Djuanda No. 0,AKTIF,AKTIF,C000641,OSS_CEISA
8935953828040.0,56.129.965.0-826.958,UD SAPTONO NAJMUDIN,Gg. Siliwangi No. 617,AKTIF,AKTIF,C000642,OSS_CEISA
6418696561308.0,76.123.859.5-143.468,PD SIHOTANG USADA TBK,Gg. Antapani Lama No. 990,AKTIF,AKTIF,C000643,OSS_CEISA
3948400273008.0,69.661.016.8-311.395,CV NURDIYANTI,Jl. Rungkut Industri No. 808,AKTIF,AKTIF,C000644,OSS_CEISA
168094149150.0,76.283.976.2-053.440,CV PRASETYA PERSERO TBK,Gang Ronggowarsito No. 158,AKTIF,AKTIF,C000645,OSS_CEISA
,25.081.776.0-299.140,UD NATSIR NAPITUPULU,Jalan Indragiri No. 4,AKTIF,AKTIF,C000646,OSS_CEISA
8841333731255.0,23.561.781.7-032.119,UD OKTAVIANI PERSERO TBK,Jalan Ahmad Yani No. 51,AKTIF,AKTIF,C000647,OSS_CEISA
613638527789.0,56.133.718.4-449.029,UD SUARTINI YULIARTI TBK,Jl. K.H. Wahid Hasyim No. 62,AKTIF,AKTIF,C000648,OSS_CEISA
264801644037.0,34.167.812.7-782.210,UD MAHESWARA ANGGRIAWAN,Gg. Lembong No. 95,AKTIF,AKTIF,C000649,OSS_CEISA
1798213486298.0,57.973.638.3-182.856,PERUM PRATAMA JAILANI,Gg. Bangka Raya No. 53,AKTIF,AKTIF,C000650,OSS_CEISA
5397079866177.0,06.736.820.5-068.212,PT MAHESWARA HARTATI PERSERO TBK,Jalan Joyoboyo No. 409,AKTIF,AKTIF,C000651,OSS_CEISA
3552165058714.0,69.218.219.2-596.790,UD YULIARTI,Gg. Dipenogoro No. 44,AKTIF,AKTIF,C000652,OSS_CEISA
4369984802205.0,09.386.948.4-249.598,PERUM HARDIANSYAH WIJAYA TBK,Jalan Soekarno Hatta No. 1,AKTIF,AKTIF,C000653,OSS_CEISA
1457887071523.0,86.767.382.0-974.619,PD PRASETYO PERSERO TBK,Gg. Jayawijaya No. 040,AKTIF,AKTIF,C000654,OSS_CEISA
7798768299687.0,22.589.370.8-580.623,UD NARPATI MANDALA TBK,Gg. Ir. H. Djuanda No. 6,AKTIF,AKTIF,C000655,OSS_CEISA
405669579001.0,24.825.544.2-867.963,PD SETIAWAN SINAGA TBK,Gg. PHH. Mustofa No. 1,AKTIF,AKTIF,C000656,OSS_CEISA
5942328946338.0,91.562.415.2-857.256,PT PRABOWO BUDIMAN PERSERO TBK,Jalan Rajiman No. 539,AKTIF,AKTIF,C000657,OSS_CEISA
9269335895138.0,18.655.078.4-685.095,CV UTAMA WINARNO,Gg. Kebonjati No. 462,AKTIF,AKTIF,C000658,OSS_CEISA
4430349189117.0,97.203.859.3-401.536,CV BUDIYANTO,Gg. Astana Anyar No. 87,AKTIF,AKTIF,C000659,OSS_CEISA
1547155313259.0,36.781.367.5-009.421,CV MARYADI WIDODO TBK,Gg. Pasteur No. 10,AKTIF,AKTIF,C000660,OSS_CEISA
1547155313259.0,36.781.367.5-009.421,CV MARYADI WIDODO TBK,Gg. Pasteur No. 10,AKTIF,AKTIF,C000660,OSS_CEISA
1052769819878.0,09.270.452.3-888.562,PERUM SAEFULLAH NURAINI,Jalan Cikapayang No. 3,AKTIF,AKTIF,C000661,OSS_CEISA
,42.275.854.8-596.559,CV HARYANTO PERSERO TBK,Gg. Suniaraja No. 13,AKTIF,AKTIF,C000662,OSS_CEISA
2824911650200.0,02.453.931.3-215.513,PERUM SUWARNO PERSERO TBK,Gg. Rajawali Timur No. 3,AKTIF,AKTIF,C000663,OSS_CEISA
5570836821444.0,88.966.997.2-736.774,CV BUDIMAN WIDIASTUTI TBK,Jalan Jend. Sudirman No. 12,AKTIF,AKTIF,C000664,OSS_CEISA
2025825431832.0,81.231.239.2-049.106,CV HALIMAH KUSUMO PERSERO TBK,Jalan Ahmad Dahlan No. 2,AKTIF,AKTIF,C000665,OSS_CEISA
1836472387508.0,27.681.722.5-775.458,UD PALASTRI RAJASA TBK,Gang Antapani Lama No. 45,AKTIF,AKTIF,C000666,OSS_CEISA
7262905291876.0,83.160.827.1-721.733,CV WAHYUNI MEGANTARA TBK,Jl. Joyoboyo No. 6,AKTIF,AKTIF,C000667,OSS_CEISA
3992052229993.0,62.165.914.3-882.325,PERUM HARTATI PERSERO TBK,Gang Suniaraja No. 6,AKTIF,AKTIF,C000668,OSS_CEISA
3983584461777.0,32.643.095.4-497.912,PERUM MAHESWARA TBK,Gang Gardujati No. 727,AKTIF,AKTIF,C000669,OSS_CEISA
9970292712053.0,97.871.375.2-988.322,PD SUWARNO PERSERO TBK,Gg. Cihampelas No. 491,AKTIF,AKTIF,C000670,OSS_CEISA
1256083200487.0,97.888.975.3-585.238,PT RAMADAN,Gang S. Parman No. 8,AKTIF,AKTIF,C000671,OSS_CEISA
30443619951.0,71.523.910.2-929.501,UD PRASETYA,Gang Pacuan Kuda No. 6,AKTIF,AKTIF,C000672,OSS_CEISA
3748309309671.0,39.719.126.0-221.321,CV PRATIWI TBK,Jl. Pasir Koja No. 683,AKTIF,AKTIF,C000673,OSS_CEISA
6720191116612.0,20.190.725.8-733.930,PD FUJIATI KUSWOYO,Gang S. Parman No. 5,AKTIF,AKTIF,C000674,OSS_CEISA
9366538027481.0,24.211.408.6-825.095,PT PURWANTI DONGORAN TBK,Gg. Pacuan Kuda No. 8,AKTIF,AKTIF,C000675,OSS_CEISA
2946209355610.0,39.952.970.1-371.243,PD MAHENDRA,Gg. M.T Haryono No. 01,AKTIF,AKTIF,C000676,OSS_CEISA
5858564230412.0,02.706.159.2-738.740,PERUM LAKSMIWATI TBK,Jl. Laswi No. 2,AKTIF,AKTIF,C000677,OSS_CEISA
9907166906322.0,48.155.420.3-403.010,PD OKTAVIANI,Jl. Abdul Muis No. 918,AKTIF,AKTIF,C000678,OSS_CEISA
9907166906322.0,48.155.420.3-403.010,PD OKTAVIANI,Jl. Abdul Muis No. 918,AKTIF,AKTIF,C000678,OSS_CEISA
6797564915795.0,54.623.471.2-476.010,PD HAKIM MAHESWARA TBK,Jalan Moch. Toha No. 4,AKTIF,AKTIF,C000679,OSS_CEISA
1810306831764.0,17.268.080.8-157.129,CV WAHYUNI PERMADI,Gg. Ronggowarsito No. 41,AKTIF,AKTIF,C000680,OSS_CEISA
1507138067130.0,73.510.458.4-743.621,PD ANGGRAINI MAULANA PERSERO TBK,Jalan Ahmad Yani No. 09,AKTIF,AKTIF,C000681,OSS_CEISA
96258857669.0,47.031.805.3-396.274,PD HARYANTI SAEFULLAH,Gg. S. Parman No. 3,AKTIF,AKTIF,C000682,OSS_CEISA
6621591832700.0,04.666.145.9-011.079,UD YOLANDA PRATIWI,Jalan Pelajar Pejuang No. 4,AKTIF,AKTIF,C000683,OSS_CEISA
7140049388194.0,90.531.520.4-998.094,PERUM MAYASARI WAHYUNI,Gg. Kutai No. 5,AKTIF,AKTIF,C000684,OSS_CEISA
6987313797166.0,98.416.612.3-740.779,PT MANDASARI,Jalan Moch. Toha No. 266,AKTIF,AKTIF,C000685,OSS_CEISA
3325623899499.0,19.701.426.2-037.087,PD WAHYUDIN,Gg. Dr. Djunjunan No. 7,AKTIF,AKTIF,C000686,OSS_CEISA
1160204181359.0,98.989.721.1-708.894,PD FARIDA TBK,Jl. Bangka Raya No. 3,AKTIF,AKTIF,C000687,OSS_CEISA
186448221758.0,83.978.570.8-200.480,PT TARIHORAN WASITA,Jalan H.J Maemunah No. 7,AKTIF,AKTIF,C000688,OSS_CEISA
7571236914961.0,12.879.429.6-882.769,PERUM PURWANTI PERSERO TBK,Gang Medokan Ayu No. 19,AKTIF,AKTIF,C000689,OSS_CEISA
409531419615.0,60.783.274.8-835.651,CV HABIBI RAHIMAH TBK,Gg. Pasir Koja No. 51,AKTIF,AKTIF,C000690,OSS_CEISA
9624096496683.0,49.604.784.2-170.285,PD SAFITRI PERSERO TBK,Gang Suryakencana No. 056,AKTIF,AKTIF,C000691,OSS_CEISA
,93.486.883.9-062.467,PT PRAKASA TBK,Gg. Ciumbuleuit No. 99,AKTIF,AKTIF,C000692,OSS_CEISA
8799160911413.0,19.359.236.1-337.605,PT MANDASARI,Gang Ronggowarsito No. 30,AKTIF,AKTIF,C000693,OSS_CEISA
3045881650254.0,47.241.916.5-034.409,PERUM LAKSMIWATI,Gang Gegerkalong Hilir No. 68,AKTIF,AKTIF,C000694,OSS_CEISA
6177182498980.0,88.067.821.4-174.681,CV SIREGAR TBK,Jl. Dipatiukur No. 0,AKTIF,AKTIF,C000695,OSS_CEISA
5926648698939.0,69.874.869.4-155.945,PT HUTAGALUNG HAKIM,Jalan Peta No. 559,AKTIF,AKTIF,C000696,OSS_CEISA
1192920753605.0,11.716.039.8-863.653,PT HUTAGALUNG,Gg. Setiabudhi No. 745,AKTIF,AKTIF,C000697,OSS_CEISA
2189455906700.0,09.942.489.4-204.664,PT SITUMORANG,Gang Ciwastra No. 283,AKTIF,AKTIF,C000698,OSS_CEISA
6760564204565.0,77.580.974.5-338.906,CV FARIDA,Jl. Yos Sudarso No. 449,AKTIF,AKTIF,C000699,OSS_CEISA
3546622654016.0,59.953.006.2-212.242,PD BUDIYANTO WIBOWO TBK,Jl. Laswi No. 26,AKTIF,AKTIF,C000700,OSS_CEISA
6774625916011.0,24.115.848.8-600.801,UD RAHAYU PERSERO TBK,Gang W.R. Supratman No. 0,AKTIF,AKTIF,C000701,OSS_CEISA
9867782312995.0,70.472.642.6-121.203,PERUM PURNAWATI MARYATI TBK,Gang Moch. Toha No. 044,AKTIF,AKTIF,C000702,OSS_CEISA
4375365968078.0,52.548.242.1-838.545,PT SUSANTI SAEFULLAH TBK,Jalan Gedebage Selatan No. 95,AKTIF,AKTIF,C000703,OSS_CEISA
64454752311.0,23.274.897.9-177.633,PD FIRGANTORO,Jalan Tubagus Ismail No. 914,AKTIF,AKTIF,C000704,OSS_CEISA
,80.196.304.5-306.935,PD MAHENDRA PERSERO TBK,Jl. Moch. Ramdan No. 028,AKTIF,AKTIF,C000705,OSS_CEISA
2493534001816.0,77.848.165.2-444.544,UD RAJASA,Jalan Kutisari Selatan No. 511,AKTIF,AKTIF,C000706,OSS_CEISA
838517993781.0,05.391.287.8-848.699,PERUM WAHYUDIN TBK,Gang Ir. H. Djuanda No. 595,AKTIF,AKTIF,C000707,OSS_CEISA
9882904579271.0,47.246.301.9-864.242,CV UWAIS,Jalan Kutai No. 193,AKTIF,AKTIF,C000708,OSS_CEISA
8397283391218.0,70.629.328.8-098.322,PERUM FIRMANSYAH WAHYUNI PERSERO TBK,Jl. Merdeka No. 8,AKTIF,AKTIF,C000709,OSS_CEISA
102320018676.0,61.008.987.6-108.143,PERUM NURDIYANTI FARIDA TBK,Gg. Pacuan Kuda No. 35,AKTIF,AKTIF,C000710,OSS_CEISA
6140384531980.0,74.682.354.6-951.003,UD HUTAPEA THAMRIN PERSERO TBK,Jalan Cihampelas No. 39,AKTIF,AKTIF,C000711,OSS_CEISA
7620545967150.0,06.666.411.0-654.113,UD SIREGAR TBK,Gg. Veteran No. 2,AKTIF,AKTIF,C000712,OSS_CEISA
785169949708.0,90.583.668.3-482.689,PD SAPTONO,Jl. BKR No. 02,AKTIF,AKTIF,C000713,OSS_CEISA
