NIB_MATCH,NAMA_PERSEROAN_CLEAN,NPWP_CLEAN,NAMA_PERUSAHAAN_CLEAN,NPWP_CLEAN_CEISA,ID_PERUSAHAAN,NPWP_MATCH,NIB_CEISA
613638527789.0,UD SUARTINI YULIARTI TBK,,UD SUARTINI YULIARTI TBK,,C000648,56.133.718.4-449.029,613638527789
264801644037.0,UD MAHESWARA ANGGRIAWAN,,UD MAHESWARA ANGGRIAWAN,,C000649,34.167.812.7-782.210,264801644037
1798213486298.0,PERUM PRATAMA JAILANI,,PERUM PRATAMA JAILANI,,C000650,57.973.638.3-182.856,1798213486298
5397079866177.0,PT MAHESWARA HARTATI PERSERO TBK,,PT MAHESWARA HARTATI PERSERO TBK,,C000651,06.736.820.5-068.212,5397079866177
3552165058714.0,UD YULIARTI,,UD YULIARTI,,C000652,69.218.219.2-596.790,3552165058714
4369984802205.0,PERUM HARDIANSYAH WIJAYA TBK,,PERUM HARDIANSYAH WIJAYA TBK,,C000653,09.386.948.4-249.598,4369984802205
1457887071523.0,PD PRASETYO PERSERO TBK,,PD PRASETYO PERSERO TBK,,C000654,86.767.382.0-974.619,1457887071523
7798768299687.0,UD NARPATI MANDALA TBK,,UD NARPATI MANDALA TBK,,C000655,22.589.370.8-580.623,7798768299687
405669579001.0,PD SETIAWAN SINAGA TBK,,PD SETIAWAN SINAGA TBK,,C000656,24.825.544.2-867.963,405669579001
5942328946338.0,PT PRABOWO BUDIMAN PERSERO TBK,,PT PRABOWO BUDIMAN PERSERO TBK,,C000657,91.562.415.2-857.256,5942328946338
9269335895138.0,CV UTAMA WINARNO,,CV UTAMA WINARNO,,C000658,18.655.078.4-685.095,9269335895138
4430349189117.0,CV BUDIYANTO,,CV BUDIYANTO,,C000659,97.203.859.3-401.536,4430349189117
1547155313259.0,CV MARYADI WIDODO TBK,,MARYADI WIDODO TBK,,C000660,36.781.367.5-009.421,1547155313259
1547155313259.0,CV MARYADI WIDODO TBK,,MARYADI WIDODO TBK,,C000660,36.781.367.5-009.421,1547155313259
1052769819878.0,PERUM SAEFULLAH NURAINI,,PERUM SAEFULLAH NURAINI,,C000661,09.270.452.3-888.562,1052769819878
,CV HARYANTO PERSERO TBK,,CV HARYANTO PERSERO TBK,,C000662,42.275.854.8-596.559,5866059867874
2824911650200.0,PERUM SUWARNO PERSERO TBK,,PERUM SUWARNO PERSERO TBK,,C000663,02.453.931.3-215.513,2824911650200
5570836821444.0,CV BUDIMAN WIDIASTUTI TBK,,CV BUDIMAN WIDIASTUTI TBK,,C000664,88.966.997.2-736.774,5570836821444
2025825431832.0,CV HALIMAH KUSUMO PERSERO TBK,,HALIMAH KUSUMO PERSERO TBK,,C000665,81.231.239.2-049.106,2025825431832
1836472387508.0,UD PALASTRI RAJASA TBK,,UD PALASTRI RAJASA TBK,,C000666,27.681.722.5-775.458,1836472387508
7262905291876.0,CV WAHYUNI MEGANTARA TBK,,CV WAHYUNI MEGANTARA TBK,,C000667,83.160.827.1-721.733,7262905291876
3992052229993.0,PERUM HARTATI PERSERO TBK,,PERUM HARTATI PERSERO TBK,,C000668,62.165.914.3-882.325,3992052229993
3983584461777.0,PERUM MAHESWARA TBK,,PERUM MAHESWARA TBK,,C000669,32.643.095.4-497.912,3983584461777
9970292712053.0,PD SUWARNO PERSERO TBK,,PD SUWARNO PERSERO TBK,,C000670,97.871.375.2-988.322,9970292712053
1256083200487.0,PT RAMADAN,,PT RAMADAN,,C000671,97.888.975.3-585.238,1256083200487
30443619951.0,UD PRASETYA,,UD PRASETYA,,C000672,71.523.910.2-929.501,30443619951
3748309309671.0,CV PRATIWI TBK,,CV PRATIWI TBK,,C000673,39.719.126.0-221.321,3748309309671
6720191116612.0,PD FUJIATI KUSWOYO,,PD FUJIATI KUSWOYO,,C000674,20.190.725.8-733.930,6720191116612
9366538027481.0,PT PURWANTI DONGORAN TBK,,PT PURWANTI DONGORAN TBK,,C000675,24.211.408.6-825.095,9366538027481
2946209355610.0,PD MAHENDRA,,PD MAHENDRA,,C000676,39.952.970.1-371.243,2946209355610
5858564230412.0,PERUM LAKSMIWATI TBK,,PERUM LAKSMIWATI TBK,,C000677,02.706.159.2-738.740,5858564230412
9907166906322.0,PD OKTAVIANI,,PD OKTAVIANI,,C000678,48.155.420.3-403.010,9907166906322
9907166906322.0,PD OKTAVIANI,,PD OKTAVIANI,,C000678,48.155.420.3-403.010,9907166906322
6797564915795.0,PD HAKIM MAHESWARA TBK,,PD HAKIM MAHESWARA TBK,,C000679,54.623.471.2-476.010,6797564915795
1810306831764.0,CV WAHYUNI PERMADI,,WAHYUNI PERMADI,,C000680,17.268.080.8-157.129,1810306831764
1507138067130.0,PD ANGGRAINI MAULANA PERSERO TBK,,PD ANGGRAINI MAULANA PERSERO TBK,,C000681,73.510.458.4-743.621,1507138067130
96258857669.0,PD HARYANTI SAEFULLAH,,PD HARYANTI SAEFULLAH,,C000682,47.031.805.3-396.274,96258857669
6621591832700.0,UD YOLANDA PRATIWI,,UD YOLANDA PRATIWI,,C000683,04.666.145.9-011.079,6621591832700
7140049388194.0,PERUM MAYASARI WAHYUNI,,PERUM MAYASARI WAHYUNI,,C000684,90.531.520.4-998.094,7140049388194
6987313797166.0,PT MANDASARI,,PT MANDASARI,,C000685,98.416.612.3-740.779,6987313797166
3325623899499.0,PD WAHYUDIN,,PD WAHYUDIN,,C000686,19.701.426.2-037.087,3325623899499
1160204181359.0,PD FARIDA TBK,,PD FARIDA TBK,,C000687,98.989.721.1-708.894,1160204181359
186448221758.0,PT TARIHORAN WASITA,,TARIHORAN WASITA,,C000688,83.978.570.8-200.480,186448221758
7571236914961.0,PERUM PURWANTI PERSERO TBK,,PERUM PURWANTI PERSERO TBK,,C000689,12.879.429.6-882.769,7571236914961
409531419615.0,CV HABIBI RAHIMAH TBK,,CV HABIBI RAHIMAH TBK,,C000690,60.783.274.8-835.651,409531419615
9624096496683.0,PD SAFITRI PERSERO TBK,,PD SAFITRI PERSERO TBK,,C000691,49.604.784.2-170.285,9624096496683
,PT PRAKASA TBK,,PT PRAKASA TBK,,C000692,93.486.883.9-062.467,6225936488208
8799160911413.0,PT MANDASARI,,PT MANDASARI,,C000693,19.359.236.1-337.605,8799160911413
3045881650254.0,PERUM LAKSMIWATI,,PERUM LAKSMIWATI,,C000694,47.241.916.5-034.409,3045881650254
6177182498980.0,CV SIREGAR TBK,,SIREGAR TBK,,C000695,88.067.821.4-174.681,6177182498980
5926648698939.0,PT HUTAGALUNG HAKIM,,HUTAGALUNG HAKIM,,C000696,69.874.869.4-155.945,5926648698939
1192920753605.0,PT HUTAGALUNG,,PT HUTAGALUNG,,C000697,11.716.039.8-863.653,1192920753605
2189455906700.0,PT SITUMORANG,,PT SITUMORANG,,C000698,09.942.489.4-204.664,2189455906700
6760564204565.0,CV FARIDA,,FARIDA,,C000699,77.580.974.5-338.906,6760564204565
3546622654016.0,PD BUDIYANTO WIBOWO TBK,,PD BUDIYANTO WIBOWO TBK,,C000700,59.953.006.2-212.242,3546622654016
6774625916011.0,UD RAHAYU PERSERO TBK,,UD RAHAYU PERSERO TBK,,C000701,24.115.848.8-600.801,6774625916011
9867782312995.0,PERUM PURNAWATI MARYATI TBK,,PERUM PURNAWATI MARYATI TBK,,C000702,70.472.642.6-121.203,9867782312995
4375365968078.0,PT SUSANTI SAEFULLAH TBK,,PT SUSANTI SAEFULLAH TBK,,C000703,52.548.242.1-838.545,4375365968078
64454752311.0,PD FIRGANTORO,,PD FIRGANTORO,,C000704,23.274.897.9-177.633,64454752311
,PD MAHENDRA PERSERO TBK,,PD MAHENDRA PERSERO TBK,,C000705,80.196.304.5-306.935,2720388621750
2493534001816.0,UD RAJASA,,UD RAJASA,,C000706,77.848.165.2-444.544,2493534001816
838517993781.0,PERUM WAHYUDIN TBK,,PERUM WAHYUDIN TBK,,C000707,05.391.287.8-848.699,838517993781
9882904579271.0,CV UWAIS,,CV UWAIS,,C000708,47.246.301.9-864.242,9882904579271
8397283391218.0,PERUM FIRMANSYAH WAHYUNI PERSERO TBK,,PERUM FIRMANSYAH WAHYUNI PERSERO TBK,,C000709,70.629.328.8-098.322,8397283391218
102320018676.0,PERUM NURDIYANTI FARIDA TBK,,PERUM NURDIYANTI FARIDA TBK,,C000710,61.008.987.6-108.143,102320018676
6140384531980.0,UD HUTAPEA THAMRIN PERSERO TBK,,UD HUTAPEA THAMRIN PERSERO TBK,,C000711,74.682.354.6-951.003,6140384531980
7620545967150.0,UD SIREGAR TBK,,UD SIREGAR TBK,,C000712,06.666.411.0-654.113,7620545967150
785169949708.0,PD SAPTONO,,PD SAPTONO,,C000713,90.583.668.3-482.689,785169949708
2697083868889.0,CV WACANA PERSERO TBK,,WACANA PERSERO TBK,,C000714,17.879.150.5-962.571,2697083868889
6093201265789.0,PD SIREGAR KUSWANDARI PERSERO TBK,,PD SIREGAR KUSWANDARI PERSERO TBK,,C000715,82.604.180.9-521.755,6093201265789
5177741274692.0,PT PRADIPTA TBK,,PT PRADIPTA TBK,,C000716,11.882.419.9-626.422,5177741274692
9758917045421.0,PT PRANOWO ASTUTI,,PT PRANOWO ASTUTI,,C000717,85.457.056.8-209.225,9758917045421
900163564072.0,UD SUDIATI PERSERO TBK,,UD SUDIATI PERSERO TBK,,C000718,32.472.828.9-540.017,900163564072
8224731261685.0,PD DONGORAN,,PD DONGORAN,,C000719,07.105.801.1-950.927,8224731261685
1526105370923.0,PD SAPTONO IRAWAN PERSERO TBK,,PD SAPTONO IRAWAN PERSERO TBK,,C000720,00.716.950.0-741.894,1526105370923
4329876989365.0,PERUM WULANDARI HIDAYANTO TBK,,PERUM WULANDARI HIDAYANTO TBK,,C000721,29.447.161.9-827.348,4329876989365
3104502589632.0,CV SAPTONO HALIMAH,,SAPTONO HALIMAH,,C000722,17.435.748.3-526.806,3104502589632
8606739834488.0,PERUM SURYATMI PRANOWO PERSERO TBK,,PERUM SURYATMI PRANOWO PERSERO TBK,,C000723,38.425.364.6-280.550,8606739834488
7406579551562.0,PD LESTARI TBK,,PD LESTARI TBK,,C000724,39.209.085.5-107.409,7406579551562
3111786190254.0,UD WIJAYANTI LATUPONO TBK,,UD WIJAYANTI LATUPONO TBK,,C000725,76.022.069.5-354.120,3111786190254
2275950026015.0,PT PURWANTI SINAGA TBK,,PT PURWANTI SINAGA TBK,,C000726,15.325.947.9-507.407,2275950026015
7327980595031.0,PD WASITA PERSERO TBK,,PD WASITA PERSERO TBK,,C000727,00.649.340.3-910.452,7327980595031
3608941184913.0,UD THAMRIN,,UD THAMRIN,,C000728,59.928.553.5-952.056,3608941184913
67990069680.0,UD ZULKARNAIN PERSERO TBK,,UD ZULKARNAIN PERSERO TBK,,C000729,18.677.403.7-842.339,67990069680
4953006776255.0,CV USAMAH,,CV USAMAH,,C000730,03.250.173.6-542.624,4953006776255
7842902923345.0,PT NAMAGA,,PT NAMAGA,,C000731,11.009.060.5-308.868,7842902923345
3021166732904.0,CV JANUAR SAPTONO TBK,,CV JANUAR SAPTONO TBK,,C000732,57.598.875.9-212.996,3021166732904
2603362027558.0,PD WIJAYA,,PD WIJAYA,,C000733,21.477.092.0-711.523,2603362027558
2362192158189.0,UD SITORUS,,UD SITORUS,,C000734,70.591.611.8-638.558,2362192158189
9597721688005.0,PT LAILASARI RAMADAN,,PT LAILASARI RAMADAN,,C000735,37.893.186.9-289.728,9597721688005
5401822720028.0,UD YULIANTI PRAKASA TBK,,UD YULIANTI PRAKASA TBK,,C000736,39.482.322.0-414.474,5401822720028
2811659930202.0,PD LATUPONO FIRGANTORO,,PD LATUPONO FIRGANTORO,,C000737,03.042.322.7-752.135,2811659930202
2811659930202.0,PD LATUPONO FIRGANTORO,,PD LATUPONO FIRGANTORO,,C000737,03.042.322.7-752.135,2811659930202
281650646300.0,PD SIHOMBING,,PD SIHOMBING,,C000738,59.377.756.9-198.321,281650646300
2916174690298.0,PD HARIYAH PERSERO TBK,,PD HARIYAH PERSERO TBK,,C000739,31.043.841.9-662.291,2916174690298
1670805685667.0,PT SARAGIH,,PT SARAGIH,,C000740,06.362.198.6-550.494,1670805685667
1670805685667.0,PT SARAGIH,,PT SARAGIH,,C000740,06.362.198.6-550.494,1670805685667
4076634933965.0,PERUM PRASETYO TBK,,PERUM PRASETYO TBK,,C000741,04.962.732.2-626.114,4076634933965
4362585421880.0,PT RAHAYU MANGUNSONG,,PT RAHAYU MANGUNSONG,,C000742,87.991.962.3-419.964,4362585421880
3853247250583.0,PERUM WINARSIH TBK,,PERUM WINARSIH TBK,,C000743,33.430.311.5-876.054,3853247250583
7694757694535.0,CV MELANI,,CV MELANI,,C000744,36.597.466.9-861.634,7694757694535
1254508095948.0,UD NURDIYANTI TBK,,UD NURDIYANTI TBK,,C000745,15.269.255.9-664.721,1254508095948
742359142614.0,CV DONGORAN TBK,,DONGORAN TBK,,C000746,04.893.326.1-454.307,742359142614
3731008178522.0,UD NOVITASARI NABABAN PERSERO TBK,,UD NOVITASARI NABABAN PERSERO TBK,,C000747,11.587.184.5-235.426,3731008178522
7447017320865.0,UD UTAMI PERSERO TBK,,UD UTAMI PERSERO TBK,,C000748,23.777.296.6-563.370,7447017320865
4005278105580.0,PT ANDRIANI LAZUARDI,,PT ANDRIANI LAZUARDI,,C000749,00.272.214.2-573.160,4005278105580
3913681720313.0,PD AGUSTINA,,PD AGUSTINA,,C000750,69.552.862.0-929.735,3913681720313
5953322273938.0,CV USADA ADRIANSYAH TBK,,CV USADA ADRIANSYAH TBK,,C000751,99.204.573.5-323.661,5953322273938
,UD RAHAYU UTAMI,,UD RAHAYU UTAMI,,C000752,71.823.601.0-712.615,5076108708269
8821764846735.0,PT WIBOWO TBK,,PT WIBOWO TBK,,C000753,74.223.322.2-801.944,8821764846735
5892225606295.0,UD ISWAHYUDI LESTARI TBK,,UD ISWAHYUDI LESTARI TBK,,C000754,35.063.731.1-804.674,5892225606295
3075384185201.0,PD SITUMORANG YULIARTI,,PD SITUMORANG YULIARTI,,C000755,36.260.846.3-975.615,3075384185201
7055491215164.0,PT LATUPONO PERSERO TBK,,PT LATUPONO PERSERO TBK,,C000756,11.955.640.9-196.939,7055491215164
7875207020426.0,CV ANDRIANI,,CV ANDRIANI,,C000757,20.197.121.2-413.936,7875207020426
7897609873126.0,PERUM PERMATA FUJIATI TBK,,PERUM PERMATA FUJIATI TBK,,C000758,77.319.227.6-075.988,7897609873126
8653394319165.0,PD ARYANI,,PD ARYANI,,C000759,43.089.523.1-202.191,8653394319165
576449747000.0,UD HABIBI ISWAHYUDI,,UD HABIBI ISWAHYUDI,,C000760,26.876.448.6-764.979,576449747000
4163656045006.0,CV PRAKASA,,CV PRAKASA,,C000761,35.537.309.6-496.927,4163656045006
4163656045006.0,CV PRAKASA,,CV PRAKASA,,C000761,35.537.309.6-496.927,4163656045006
1195296353059.0,CV HALIMAH WINARSIH TBK,,HALIMAH WINARSIH TBK,,C000762,70.255.128.2-763.643,1195296353059
5948989596546.0,UD LESTARI,,UD LESTARI,,C000763,63.454.434.4-149.169,5948989596546
9344974394640.0,PD NAINGGOLAN GUNAWAN,,PD NAINGGOLAN GUNAWAN,,C000764,88.223.095.8-629.739,9344974394640
8941321097202.0,UD ANDRIANI,,UD ANDRIANI,,C000765,17.075.485.3-465.579,8941321097202
2030044964612.0,PD ANGGRIAWAN LAKSITA TBK,,PD ANGGRIAWAN LAKSITA TBK,,C000766,93.900.251.2-137.565,2030044964612
9635957086199.0,PT NUGROHO TBK,,PT NUGROHO TBK,,C000767,31.458.434.5-663.113,9635957086199
342362203347.0,UD GUNARTO MAHESWARA TBK,,UD GUNARTO MAHESWARA TBK,,C000768,42.463.104.3-796.868,342362203347
852946902177.0,CV SIHOMBING TBK,,CV SIHOMBING TBK,,C000769,41.743.043.5-023.850,852946902177
2894665275233.0,PT NASYIDAH KUSWOYO,,PT NASYIDAH KUSWOYO,,C000770,28.293.020.2-569.133,2894665275233
3033467711675.0,UD FIRGANTORO PERSERO TBK,,UD FIRGANTORO PERSERO TBK,,C000771,07.627.995.5-302.453,3033467711675
,PT NABABAN PERTIWI TBK,,PT NABABAN PERTIWI TBK,,C000772,02.847.190.1-722.240,1239847230342
764871775461.0,PERUM WACANA,,PERUM WACANA,,C000773,99.240.658.3-872.725,764871775461
1225909566844.0,PT PRASETYA PERSERO TBK,,PRASETYA PERSERO TBK,,C000774,82.373.379.1-212.110,1225909566844
8780358690170.0,PD PUSPITA BUDIMAN TBK,,PD PUSPITA BUDIMAN TBK,,C000775,74.039.251.9-994.529,8780358690170
1712227643387.0,PD PURWANTI,,PD PURWANTI,,C000776,22.054.221.6-265.496,1712227643387
3083344470488.0,PERUM THAMRIN PRATIWI,,PERUM THAMRIN PRATIWI,,C000777,78.995.047.0-205.968,3083344470488
1953774926632.0,PT WIDODO,,PT WIDODO,,C000778,95.634.277.7-522.592,1953774926632
6165812920592.0,UD TARIHORAN PERSERO TBK,,UD TARIHORAN PERSERO TBK,,C000779,29.411.563.0-295.596,6165812920592
6372629420661.0,PD YOLANDA PERSERO TBK,,PD YOLANDA PERSERO TBK,,C000780,54.980.851.3-313.800,6372629420661
9832112212154.0,PT SIMBOLON SURYATMI PERSERO TBK,,SIMBOLON SURYATMI PERSERO TBK,,C000781,81.582.686.8-764.019,9832112212154
8548806442006.0,CV SINAGA MUSTOFA TBK,,CV SINAGA MUSTOFA TBK,,C000782,29.877.873.5-856.646,8548806442006
1962342192622.0,CV PRASASTA TBK,,CV PRASASTA TBK,,C000783,13.204.104.2-948.314,1962342192622
8911797269999.0,PD LAKSMIWATI,,PD LAKSMIWATI,,C000784,49.812.831.8-003.666,8911797269999
2000532853863.0,CV UTAMA,,CV UTAMA,,C000785,10.505.243.8-380.582,2000532853863
9299007686276.0,UD SIHOMBING TBK,,UD SIHOMBING TBK,,C000786,33.283.896.3-376.185,9299007686276
8626713684101.0,PERUM TARIHORAN TBK,,PERUM TARIHORAN TBK,,C000787,32.823.392.1-883.527,8626713684101
8750677610659.0,UD UYAINAH PRADANA PERSERO TBK,,UD UYAINAH PRADANA PERSERO TBK,,C000788,20.881.431.9-279.761,8750677610659
8159698384572.0,PERUM WAHYUDIN TBK,,PERUM WAHYUDIN TBK,,C000789,02.665.686.2-959.125,8159698384572
3498992553946.0,UD SUDIATI LAZUARDI,,UD SUDIATI LAZUARDI,,C000790,07.429.907.4-729.669,3498992553946
1799670808974.0,PERUM HIDAYAT TBK,,PERUM HIDAYAT TBK,,C000791,74.859.946.4-183.984,1799670808974
6734785369881.0,PT SUDIATI SANTOSO,,SUDIATI SANTOSO,,C000792,64.980.445.0-928.605,6734785369881
1026270664890.0,PT NASYIAH HABIBI TBK,,PT NASYIAH HABIBI TBK,,C000793,08.248.458.1-308.898,1026270664890
574883997418.0,UD PURNAWATI ANGGRIAWAN TBK,,UD PURNAWATI ANGGRIAWAN TBK,,C000794,56.302.750.0-030.566,574883997418
9953056418493.0,CV SITOMPUL MAYASARI TBK,,SITOMPUL MAYASARI TBK,,C000795,78.467.908.7-018.726,9953056418493
136510344442.0,PERUM HALIMAH TBK,,PERUM HALIMAH TBK,,C000796,99.067.456.8-652.406,136510344442
2155996725622.0,CV PRABOWO,,CV PRABOWO,,C000797,21.905.334.7-047.476,2155996725622
8455939652138.0,CV MANULLANG SURYATMI PERSERO TBK,,CV MANULLANG SURYATMI PERSERO TBK,,C000798,35.071.245.5-312.900,8455939652138
6221173277264.0,UD ANGGRAINI PRATIWI TBK,,UD ANGGRAINI PRATIWI TBK,,C000799,88.395.855.8-522.942,6221173277264
